Date,High,Low,Open,Close,Volume,Adj Close
2009-12-31,7.619643211364746,7.519999980926514,7.611785888671875,7.526071071624756,352410800.0,6.444380760192871
2010-01-04,7.660714149475098,7.585000038146973,7.622499942779541,7.643214225769043,493729600.0,6.544687271118164
2010-01-05,7.699643135070801,7.6160712242126465,7.664286136627197,7.656428813934326,601904800.0,6.55600118637085
2010-01-06,7.68678617477417,7.526785850524902,7.656428813934326,7.534643173217773,552160000.0,6.451719284057617
2010-01-07,7.5714287757873535,7.466071128845215,7.5625,7.520713806152344,477131200.0,6.439793109893799
2010-01-08,7.5714287757873535,7.466429233551025,7.510714054107666,7.570713996887207,447610800.0,6.482605934143066
2010-01-11,7.607142925262451,7.444643020629883,7.599999904632568,7.503929138183594,462229600.0,6.42542028427124
2010-01-12,7.491786003112793,7.372142791748047,7.471070766448975,7.4185709953308105,594459600.0,6.352329254150391
2010-01-13,7.533214092254639,7.289286136627197,7.423929214477539,7.523213863372803,605892000.0,6.441932678222656
2010-01-14,7.5164289474487305,7.465000152587891,7.503929138183594,7.479642868041992,432894000.0,6.404624938964844
2010-01-15,7.557143211364746,7.352499961853027,7.533214092254639,7.354642868041992,594067600.0,6.2975897789001465
2010-01-19,7.685357093811035,7.401429176330566,7.440357208251953,7.679999828338623,730007600.0,6.57618522644043
2010-01-20,7.698214054107666,7.482142925262451,7.675356864929199,7.56178617477417,612152800.0,6.474963188171387
2010-01-21,7.618214130401611,7.400356769561768,7.574285984039307,7.431070804595947,608154400.0,6.363034725189209
2010-01-22,7.410714149475098,7.041429042816162,7.385000228881836,7.0625,881767600.0,6.047436237335205
2010-01-25,7.310713768005371,7.1496429443359375,7.232500076293945,7.252500057220459,1065699600.0,6.210129261016846
2010-01-26,7.632500171661377,7.235000133514404,7.3553571701049805,7.355000019073486,1867110000.0,6.297898292541504
2010-01-27,7.520713806152344,7.126070976257324,7.387499809265137,7.424285888671875,1722568400.0,6.357224464416504
2010-01-28,7.339285850524902,7.096428871154785,7.318929195404053,7.117499828338623,1173502400.0,6.094531059265137
2010-01-29,7.221428871154785,6.794642925262451,7.181428909301758,6.859285831451416,1245952400.0,5.873429298400879
2010-02-01,7.0,6.8321428298950195,6.870357036590576,6.9546427726745605,749876400.0,5.955080509185791
2010-02-02,7.0114288330078125,6.906428813934326,6.996786117553711,6.994999885559082,698342400.0,5.9896368980407715
2010-02-03,7.150000095367432,6.943571090698242,6.9703569412231445,7.115356922149658,615328000.0,6.092696189880371
2010-02-04,7.0846428871154785,6.841785907745361,7.026071071624756,6.85892915725708,757652000.0,5.873124599456787
2010-02-05,7.0,6.816071033477783,6.879642963409424,6.980713844299316,850306800.0,5.977405071258545
2010-02-08,7.067142963409424,6.9285712242126465,6.98892879486084,6.932857036590576,478270800.0,5.936426639556885
2010-02-09,7.0535712242126465,6.955357074737549,7.014999866485596,7.006785869598389,632886800.0,5.999730110168457
2010-02-10,7.021429061889648,6.937857151031494,6.996070861816406,6.968571186065674,370361600.0,5.967007160186768
2010-02-11,7.1339287757873535,6.930714130401611,6.960000038146973,7.0953569412231445,550345600.0,6.075571060180664
2010-02-12,7.2014288902282715,6.982142925262451,7.075356960296631,7.156428813934326,655468800.0,6.127864360809326
2010-02-16,7.2746429443359375,7.197143077850342,7.2121429443359375,7.264286041259766,543737600.0,6.220220565795898
2010-02-17,7.296785831451416,7.1735711097717285,7.292500019073486,7.23392915725708,436396800.0,6.194227695465088
2010-02-18,7.28178596496582,7.175714015960693,7.201070785522461,7.247499942779541,422825200.0,6.205846786499023
2010-02-19,7.257143020629883,7.182499885559082,7.209286212921143,7.202499866485596,415469600.0,6.1673150062561035
2010-02-22,7.232142925262451,7.11392879486084,7.226428985595703,7.1578569412231445,390563600.0,6.129088878631592
2010-02-23,7.190357208251953,6.989643096923828,7.142857074737549,7.0378570556640625,575094800.0,6.0263352394104
2010-02-24,7.194285869598389,7.065713882446289,7.0796427726745605,7.166429042816162,460566400.0,6.136428356170654
2010-02-25,7.244999885559082,7.03178596496582,7.049285888671875,7.214285850524902,665126000.0,6.17740535736084
2010-02-26,7.327499866485596,7.214285850524902,7.2278571128845215,7.307857036590576,507460800.0,6.257528781890869
2010-03-01,7.482142925262451,7.337500095367432,7.348214149475098,7.463929176330566,550093600.0,6.391170978546143
2010-03-02,7.5296430587768555,7.419285774230957,7.497499942779541,7.458929061889648,566546400.0,6.386888027191162
2010-03-03,7.495357036590576,7.42642879486084,7.4621429443359375,7.476070880889893,372052800.0,6.401566028594971
2010-03-04,7.5328569412231445,7.451070785522461,7.474286079406738,7.525356769561768,366041200.0,6.443767547607422
2010-03-05,7.846428871154785,7.6653571128845215,7.67642879486084,7.819643020629883,899620400.0,6.69575834274292
2010-03-08,7.86035680770874,7.794642925262451,7.857500076293945,7.824285984039307,429889600.0,6.699733257293701
2010-03-09,8.035714149475098,7.78178596496582,7.796785831451416,7.965000152587891,920259200.0,6.820222854614258
2010-03-10,8.052857398986816,7.971428871154785,7.993928909301758,8.029999732971191,596218000.0,6.875880718231201
2010-03-11,8.053570747375488,7.975714206695557,7.996786117553711,8.053570747375488,405700400.0,6.896064758300781
2010-03-12,8.133213996887207,8.0625,8.120356559753418,8.092857360839844,416323600.0,6.929705619812012
2010-03-15,8.053570747375488,7.8660712242126465,8.049285888671875,7.994286060333252,493502800.0,6.845301151275635
2010-03-16,8.03499984741211,7.946785926818848,8.006428718566895,8.016071319580078,446908000.0,6.863953113555908
2010-03-17,8.087499618530273,7.973928928375244,8.032142639160156,8.00428581237793,450956800.0,6.85386323928833
2010-03-18,8.035714149475098,7.950356960296631,8.003570556640625,8.023214340209961,342109600.0,6.8700714111328125
2010-03-19,8.044285774230957,7.901071071624756,8.028214454650879,7.9375,559445600.0,6.796674728393555
2010-03-22,8.071429252624512,7.862500190734863,7.873929023742676,8.026785850524902,456419600.0,6.873128414154053
2010-03-23,8.170714378356934,8.003570556640625,8.058570861816406,8.15571403503418,602431200.0,6.983526706695557
2010-03-24,8.221428871154785,8.125356674194336,8.130000114440918,8.19178581237793,597780400.0,7.0144147872924805
2010-03-25,8.248929023742676,8.08035659790039,8.247142791748047,8.094642639160156,542284400.0,6.931233882904053
2010-03-26,8.283928871154785,8.162500381469727,8.176786422729492,8.246429443359375,640875200.0,7.061203479766846
2010-03-29,8.352499961853027,8.272143363952637,8.321429252624512,8.299642562866211,540744400.0,7.1067681312561035
2010-03-30,8.481429100036621,8.366070747375488,8.449999809265137,8.423213958740234,527310000.0,7.212579727172852
2010-03-31,8.450357437133789,8.373571395874023,8.410357475280762,8.39285659790039,430659600.0,7.186587333679199
2010-04-01,8.526070594787598,8.3125,8.478928565979004,8.427499771118164,603145200.0,7.216252326965332
2010-04-05,8.518214225769043,8.384642601013184,8.392143249511719,8.517499923706055,684507600.0,7.293315410614014
2010-04-06,8.579999923706055,8.464285850524902,8.507143020629883,8.555000305175781,447017200.0,7.325424671173096
2010-04-07,8.640000343322754,8.523571014404297,8.555356979370117,8.592857360839844,628502000.0,7.357841491699219
2010-04-08,8.626428604125977,8.501428604125977,8.587142944335938,8.569643020629883,572989200.0,7.337962627410889
2010-04-09,8.63892936706543,8.587857246398926,8.6225004196167,8.635356903076172,334182800.0,7.394234657287598
2010-04-12,8.681071281433105,8.63607120513916,8.649999618530273,8.653214454650879,333026400.0,7.409523010253906
2010-04-13,8.671428680419922,8.61107063293457,8.637857437133789,8.65821361541748,306210800.0,7.413804054260254
2010-04-14,8.778928756713867,8.71678638458252,8.760000228881836,8.774642944335938,404076400.0,7.5135016441345215
2010-04-15,8.893928527832031,8.768214225769043,8.777856826782227,8.890000343322754,376784800.0,7.61227560043335
2010-04-16,8.96928596496582,8.733928680419922,8.8774995803833,8.835714340209961,750545600.0,7.565791606903076
2010-04-19,8.853214263916016,8.634642601013184,8.822500228881836,8.823928833007812,566924400.0,7.555703639984131
2010-04-20,8.901785850524902,8.677143096923828,8.876428604125977,8.735357284545898,738326400.0,7.479859828948975
2010-04-21,9.29464340209961,9.133213996887207,9.242856979370117,9.257857322692871,982391200.0,7.927262306213379
2010-04-22,9.526785850524902,9.149999618530273,9.222857475280762,9.516785621643066,793424800.0,8.148977279663086
2010-04-23,9.72071361541748,9.535714149475098,9.571070671081543,9.672499656677246,796955600.0,8.282312393188477
2010-04-26,9.730713844299316,9.578213691711426,9.710000038146973,9.625,479068800.0,8.241640090942383
2010-04-27,9.565713882446289,9.304286003112793,9.545356750488281,9.35857105255127,709343600.0,8.013503074645996
2010-04-28,9.428570747375488,9.157500267028809,9.401785850524902,9.342857360839844,758402400.0,8.00005054473877
2010-04-29,9.64285659790039,9.357500076293945,9.393570899963379,9.59428596496582,558840800.0,8.21534252166748
2010-04-30,9.663213729858398,9.321429252624512,9.618213653564453,9.3246431350708,542463600.0,7.984452247619629
2010-05-03,9.567143440246582,9.388570785522461,9.422857284545898,9.512499809265137,454342000.0,8.145305633544922
2010-05-04,9.403214454650879,9.16964340209961,9.38892936706543,9.238571166992188,723819600.0,7.910750389099121
2010-05-05,9.21928596496582,8.883213996887207,9.036786079406738,9.142499923706055,883103200.0,7.828484535217285
2010-05-06,9.223214149475098,7.1160712242126465,9.065357208251953,8.79464340209961,1285860800.0,7.530627250671387
2010-05-07,8.806071281433105,8.043213844299316,8.70392894744873,8.42357063293457,1676018400.0,7.212884902954102
2010-05-10,9.094642639160156,8.876070976257324,8.9375,9.071070671081543,984306400.0,7.767324924468994
2010-05-11,9.28178596496582,8.946429252624512,8.994285583496094,9.161429405212402,848906800.0,7.844696044921875
2010-05-12,9.397500038146973,9.239286422729492,9.258570671081543,9.360357284545898,654379600.0,8.015031814575195
2010-05-13,9.464285850524902,9.157142639160156,9.400713920593262,9.227143287658691,599712400.0,7.900962829589844
2010-05-14,9.15999984741211,8.910714149475098,9.1128568649292,9.0649995803833,759362800.0,7.762125492095947
2010-05-17,9.149286270141602,8.846785545349121,9.096428871154785,9.079285621643066,762834800.0,7.77435827255249
2010-05-18,9.233928680419922,8.937856674194336,9.177857398986816,9.012857437133789,782678400.0,7.717477798461914
2010-05-19,9.032856941223145,8.744643211364746,8.910714149475098,8.869285583496094,1025726800.0,7.594540119171143
2010-05-20,8.708929061889648,8.436071395874023,8.638570785522461,8.491429328918457,1282915200.0,7.27099084854126
2010-05-21,8.73214340209961,8.262499809265137,8.3149995803833,8.65428638458252,1223891200.0,7.4104437828063965
2010-05-24,8.960714340209961,8.795000076293945,8.831428527832031,8.812856674194336,754238800.0,7.546218395233154
2010-05-25,8.812856674194336,8.470000267028809,8.548213958740234,8.757857322692871,1048006400.0,7.499128341674805
2010-05-26,9.004643440246582,8.70535659790039,8.931428909301758,8.71821403503418,850654000.0,7.465182304382324
2010-05-27,9.067500114440918,8.896785736083984,8.949999809265137,9.048213958740234,666282400.0,7.7477521896362305
2010-05-28,9.264286041259766,9.048213958740234,9.26392936706543,9.174285888671875,815614800.0,7.855704307556152
2010-06-01,9.497857093811035,9.248571395874023,9.274642944335938,9.315357208251953,876472800.0,7.976500034332275
2010-06-02,9.45714282989502,9.297499656677246,9.447856903076172,9.426786422729492,688548000.0,8.071914672851562
2010-06-03,9.483928680419922,9.3003568649292,9.47071361541748,9.397143363952637,650106800.0,8.046529769897461
2010-06-04,9.353570938110352,9.093929290771484,9.221785545349121,9.14142894744873,758304400.0,7.827569007873535
2010-06-07,9.255356788635254,8.948213577270508,9.224642753601074,8.962142944335938,886942000.0,7.67405366897583
2010-06-08,9.064286231994629,8.773214340209961,9.044285774230957,8.904643058776855,1000770400.0,7.624815464019775
2010-06-09,8.996429443359375,8.660357475280762,8.981071472167969,8.685713768005371,854630000.0,7.437353134155273
2010-06-10,8.963570594787598,8.649999618530273,8.744285583496094,8.946785926818848,776356000.0,7.6609015464782715
2010-06-11,9.066429138183594,8.834643363952637,8.865357398986816,9.053929328918457,545759200.0,7.75264835357666
2010-06-14,9.255356788635254,9.071785926818848,9.14142894744873,9.081428527832031,602960400.0,7.776192665100098
2010-06-15,9.280357360839844,9.125,9.130000114440918,9.274642944335938,585074000.0,7.94163703918457
2010-06-16,9.5625,9.30821418762207,9.324999809265137,9.54464340209961,783678000.0,8.172832489013672
2010-06-17,9.746429443359375,9.625,9.664285659790039,9.709643363952637,872855200.0,8.314116477966309
